Date,F1,F2,F3,F4,F5,F6,Label
1982-02-09,14.8,15.1,13.1,13.6,19.5,22.7,17.2
1982-02-10,15.1,13.1,13.6,19.5,22.7,17.2,13.5
1982-02-11,13.1,13.6,19.5,22.7,17.2,13.5,15.4
1982-02-12,13.6,19.5,22.7,17.2,13.5,15.4,17.0
1982-02-13,19.5,22.7,17.2,13.5,15.4,17.0,19.2
1982-02-14,22.7,17.2,13.5,15.4,17.0,19.2,22.8
1982-02-15,17.2,13.5,15.4,17.0,19.2,22.8,26.3
1982-02-16,13.5,15.4,17.0,19.2,22.8,26.3,18.2
1982-02-17,15.4,17.0,19.2,22.8,26.3,18.2,17.0
1982-02-18,17.0,19.2,22.8,26.3,18.2,17.0,14.8
1982-02-19,19.2,22.8,26.3,18.2,17.0,14.8,12.8
1982-02-20,22.8,26.3,18.2,17.0,14.8,12.8,15.5
1982-02-21,26.3,18.2,17.0,14.8,12.8,15.5,15.6
1982-02-22,18.2,17.0,14.8,12.8,15.5,15.6,13.1
1982-02-23,17.0,14.8,12.8,15.5,15.6,13.1,15.2
1982-02-24,14.8,12.8,15.5,15.6,13.1,15.2,14.1
1982-02-25,12.8,15.5,15.6,13.1,15.2,14.1,12.5
1982-02-26,15.5,15.6,13.1,15.2,14.1,12.5,14.6
1982-02-27,15.6,13.1,15.2,14.1,12.5,14.6,10.4
1982-02-28,13.1,15.2,14.1,12.5,14.6,10.4,13.9
1982-03-01,15.2,14.1,12.5,14.6,10.4,13.9,11.9
1982-03-02,14.1,12.5,14.6,10.4,13.9,11.9,13.5
1982-03-03,12.5,14.6,10.4,13.9,11.9,13.5,9.8
1982-03-04,14.6,10.4,13.9,11.9,13.5,9.8,14.0
1982-03-05,10.4,13.9,11.9,13.5,9.8,14.0,21.5
1982-03-06,13.9,11.9,13.5,9.8,14.0,21.5,19.5
1982-03-07,11.9,13.5,9.8,14.0,21.5,19.5,16.7
1982-03-08,13.5,9.8,14.0,21.5,19.5,16.7,19.1
1982-03-09,9.8,14.0,21.5,19.5,16.7,19.1,11.0
1982-03-10,14.0,21.5,19.5,16.7,19.1,11.0,9.0
1982-03-11,21.5,19.5,16.7,19.1,11.0,9.0,10.0
1982-03-12,19.5,16.7,19.1,11.0,9.0,10.0,14.6
1982-03-13,16.7,19.1,11.0,9.0,10.0,14.6,12.5
1982-03-14,19.1,11.0,9.0,10.0,14.6,12.5,17.2
1982-03-15,11.0,9.0,10.0,14.6,12.5,17.2,19.2
1982-03-16,9.0,10.0,14.6,12.5,17.2,19.2,22.2
1982-03-17,10.0,14.6,12.5,17.2,19.2,22.2,15.7
1982-03-18,14.6,12.5,17.2,19.2,22.2,15.7,14.2
1982-03-19,12.5,17.2,19.2,22.2,15.7,14.2,9.8
1982-03-20,17.2,19.2,22.2,15.7,14.2,9.8,14.0
1982-03-21,19.2,22.2,15.7,14.2,9.8,14.0,17.5
1982-03-22,22.2,15.7,14.2,9.8,14.0,17.5,20.7
1982-03-23,15.7,14.2,9.8,14.0,17.5,20.7,15.6
1982-03-24,14.2,9.8,14.0,17.5,20.7,15.6,13.2
1982-03-25,9.8,14.0,17.5,20.7,15.6,13.2,14.5
1982-03-26,14.0,17.5,20.7,15.6,13.2,14.5,16.8
1982-03-27,17.5,20.7,15.6,13.2,14.5,16.8,17.2
1982-03-28,20.7,15.6,13.2,14.5,16.8,17.2,13.4
1982-03-29,15.6,13.2,14.5,16.8,17.2,13.4,14.2
1982-03-30,13.2,14.5,16.8,17.2,13.4,14.2,14.3
1982-03-31,14.5,16.8,17.2,13.4,14.2,14.3,10.2
1982-04-01,16.8,17.2,13.4,14.2,14.3,10.2,10.4
1982-04-02,17.2,13.4,14.2,14.3,10.2,10.4,12.3
1982-04-03,13.4,14.2,14.3,10.2,10.4,12.3,11.9
1982-04-04,14.2,14.3,10.2,10.4,12.3,11.9,11.2
1982-04-05,14.3,10.2,10.4,12.3,11.9,11.2,8.5
1982-04-06,10.2,10.4,12.3,11.9,11.2,8.5,12.0
1982-04-07,10.4,12.3,11.9,11.2,8.5,12.0,12.4
1982-04-08,12.3,11.9,11.2,8.5,12.0,12.4,12.9
1982-04-09,11.9,11.2,8.5,12.0,12.4,12.9,10.1
1982-04-10,11.2,8.5,12.0,12.4,12.9,10.1,15.0
1982-04-11,8.5,12.0,12.4,12.9,10.1,15.0,13.6
1982-04-12,12.0,12.4,12.9,10.1,15.0,13.6,12.4
1982-04-13,12.4,12.9,10.1,15.0,13.6,12.4,13.6
1982-04-14,12.9,10.1,15.0,13.6,12.4,13.6,16.1
1982-04-15,10.1,15.0,13.6,12.4,13.6,16.1,19.5
1982-04-16,15.0,13.6,12.4,13.6,16.1,19.5,14.2
1982-04-17,13.6,12.4,13.6,16.1,19.5,14.2,9.3
1982-04-18,12.4,13.6,16.1,19.5,14.2,9.3,10.1
1982-04-19,13.6,16.1,19.5,14.2,9.3,10.1,7.4
1982-04-20,16.1,19.5,14.2,9.3,10.1,7.4,8.6
1982-04-21,19.5,14.2,9.3,10.1,7.4,8.6,7.8
1982-04-22,14.2,9.3,10.1,7.4,8.6,7.8,9.1
1982-04-23,9.3,10.1,7.4,8.6,7.8,9.1,13.0
1982-04-24,10.1,7.4,8.6,7.8,9.1,13.0,16.5
1982-04-25,7.4,8.6,7.8,9.1,13.0,16.5,12.9
1982-04-26,8.6,7.8,9.1,13.0,16.5,12.9,6.9
1982-04-27,7.8,9.1,13.0,16.5,12.9,6.9,6.9
1982-04-28,9.1,13.0,16.5,12.9,6.9,6.9,8.7
1982-04-29,13.0,16.5,12.9,6.9,6.9,8.7,10.0
1982-04-30,16.5,12.9,6.9,6.9,8.7,10.0,10.8
1982-05-01,12.9,6.9,6.9,8.7,10.0,10.8,7.5
1982-05-02,6.9,6.9,8.7,10.0,10.8,7.5,6.3
1982-05-03,6.9,8.7,10.0,10.8,7.5,6.3,11.9
1982-05-04,8.7,10.0,10.8,7.5,6.3,11.9,13.8
1982-05-05,10.0,10.8,7.5,6.3,11.9,13.8,11.8
1982-05-06,10.8,7.5,6.3,11.9,13.8,11.8,11.0
1982-05-07,7.5,6.3,11.9,13.8,11.8,11.0,10.1
1982-05-08,6.3,11.9,13.8,11.8,11.0,10.1,8.5
1982-05-09,11.9,13.8,11.8,11.0,10.1,8.5,5.5
1982-05-10,13.8,11.8,11.0,10.1,8.5,5.5,7.6
1982-05-11,11.8,11.0,10.1,8.5,5.5,7.6,8.7
1982-05-12,11.0,10.1,8.5,5.5,7.6,8.7,10.8
1982-05-13,10.1,8.5,5.5,7.6,8.7,10.8,11.2
1982-05-14,8.5,5.5,7.6,8.7,10.8,11.2,9.1
1982-05-15,5.5,7.6,8.7,10.8,11.2,9.1,3.7
1982-05-16,7.6,8.7,10.8,11.2,9.1,3.7,4.6
1982-05-17,8.7,10.8,11.2,9.1,3.7,4.6,6.6
1982-05-18,10.8,11.2,9.1,3.7,4.6,6.6,13.2
1982-05-19,11.2,9.1,3.7,4.6,6.6,13.2,15.2
1982-05-20,9.1,3.7,4.6,6.6,13.2,15.2,7.6
1982-05-21,3.7,4.6,6.6,13.2,15.2,7.6,8.4
1982-05-22,4.6,6.6,13.2,15.2,7.6,8.4,6.0
1982-05-23,6.6,13.2,15.2,7.6,8.4,6.0,8.3
1982-05-24,13.2,15.2,7.6,8.4,6.0,8.3,8.6
1982-05-25,15.2,7.6,8.4,6.0,8.3,8.6,11.1
1982-05-26,7.6,8.4,6.0,8.3,8.6,11.1,12.1
1982-05-27,8.4,6.0,8.3,8.6,11.1,12.1,12.9
1982-05-28,6.0,8.3,8.6,11.1,12.1,12.9,14.0
1982-05-29,8.3,8.6,11.1,12.1,12.9,14.0,12.5
1982-05-30,8.6,11.1,12.1,12.9,14.0,12.5,11.5
1982-05-31,11.1,12.1,12.9,14.0,12.5,11.5,7.0
1982-06-01,12.1,12.9,14.0,12.5,11.5,7.0,7.1
1982-06-02,12.9,14.0,12.5,11.5,7.0,7.1,9.0
1982-06-03,14.0,12.5,11.5,7.0,7.1,9.0,3.1
1982-06-04,12.5,11.5,7.0,7.1,9.0,3.1,2.5
1982-06-05,11.5,7.0,7.1,9.0,3.1,2.5,0.0
1982-06-06,7.0,7.1,9.0,3.1,2.5,0.0,1.6
1982-06-07,7.1,9.0,3.1,2.5,0.0,1.6,2.6
1982-06-08,9.0,3.1,2.5,0.0,1.6,2.6,5.7
1982-06-09,3.1,2.5,0.0,1.6,2.6,5.7,2.3
1982-06-10,2.5,0.0,1.6,2.6,5.7,2.3,4.5
1982-06-11,0.0,1.6,2.6,5.7,2.3,4.5,8.2
1982-06-12,1.6,2.6,5.7,2.3,4.5,8.2,6.9
1982-06-13,2.6,5.7,2.3,4.5,8.2,6.9,7.3
1982-06-14,5.7,2.3,4.5,8.2,6.9,7.3,6.0
1982-06-15,2.3,4.5,8.2,6.9,7.3,6.0,7.3
1982-06-16,4.5,8.2,6.9,7.3,6.0,7.3,7.6
1982-06-17,8.2,6.9,7.3,6.0,7.3,7.6,8.0
1982-06-18,6.9,7.3,6.0,7.3,7.6,8.0,8.0
1982-06-19,7.3,6.0,7.3,7.6,8.0,8.0,6.8
1982-06-20,6.0,7.3,7.6,8.0,8.0,6.8,7.3
1982-06-21,7.3,7.6,8.0,8.0,6.8,7.3,6.2
1982-06-22,7.6,8.0,8.0,6.8,7.3,6.2,6.9
1982-06-23,8.0,8.0,6.8,7.3,6.2,6.9,8.9
1982-06-24,8.0,6.8,7.3,6.2,6.9,8.9,4.0
1982-06-25,6.8,7.3,6.2,6.9,8.9,4.0,1.3
1982-06-26,7.3,6.2,6.9,8.9,4.0,1.3,0.8
1982-06-27,6.2,6.9,8.9,4.0,1.3,0.8,4.3
1982-06-28,6.9,8.9,4.0,1.3,0.8,4.3,7.3
1982-06-29,8.9,4.0,1.3,0.8,4.3,7.3,7.7
1982-06-30,4.0,1.3,0.8,4.3,7.3,7.7,9.0
1982-07-01,1.3,0.8,4.3,7.3,7.7,9.0,4.2
1982-07-02,0.8,4.3,7.3,7.7,9.0,4.2,1.6
1982-07-03,4.3,7.3,7.7,9.0,4.2,1.6,2.6
1982-07-04,7.3,7.7,9.0,4.2,1.6,2.6,3.4
1982-07-05,7.7,9.0,4.2,1.6,2.6,3.4,3.9
1982-07-06,9.0,4.2,1.6,2.6,3.4,3.9,7.0
1982-07-07,4.2,1.6,2.6,3.4,3.9,7.0,7.8
1982-07-08,1.6,2.6,3.4,3.9,7.0,7.8,5.3
1982-07-09,2.6,3.4,3.9,7.0,7.8,5.3,2.4
1982-07-10,3.4,3.9,7.0,7.8,5.3,2.4,2.8
1982-07-11,3.9,7.0,7.8,5.3,2.4,2.8,4.0
1982-07-12,7.0,7.8,5.3,2.4,2.8,4.0,7.5
1982-07-13,7.8,5.3,2.4,2.8,4.0,7.5,7.8
1982-07-14,5.3,2.4,2.8,4.0,7.5,7.8,5.6
1982-07-15,2.4,2.8,4.0,7.5,7.8,5.6,3.3
1982-07-16,2.8,4.0,7.5,7.8,5.6,3.3,5.0
1982-07-17,4.0,7.5,7.8,5.6,3.3,5.0,3.7
1982-07-18,7.5,7.8,5.6,3.3,5.0,3.7,3.9
1982-07-19,7.8,5.6,3.3,5.0,3.7,3.9,5.2
1982-07-20,5.6,3.3,5.0,3.7,3.9,5.2,0.2
1982-07-21,3.3,5.0,3.7,3.9,5.2,0.2,0.8
1982-07-22,5.0,3.7,3.9,5.2,0.2,0.8,0.9
1982-07-23,3.7,3.9,5.2,0.2,0.8,0.9,3.5
1982-07-24,3.9,5.2,0.2,0.8,0.9,3.5,6.6
1982-07-25,5.2,0.2,0.8,0.9,3.5,6.6,9.5
1982-07-26,0.2,0.8,0.9,3.5,6.6,9.5,9.0
1982-07-27,0.8,0.9,3.5,6.6,9.5,9.0,3.5
1982-07-28,0.9,3.5,6.6,9.5,9.0,3.5,4.5
1982-07-29,3.5,6.6,9.5,9.0,3.5,4.5,5.7
1982-07-30,6.6,9.5,9.0,3.5,4.5,5.7,5.6
1982-07-31,9.5,9.0,3.5,4.5,5.7,5.6,7.1
1982-08-01,9.0,3.5,4.5,5.7,5.6,7.1,9.7
1982-08-02,3.5,4.5,5.7,5.6,7.1,9.7,8.3
1982-08-03,4.5,5.7,5.6,7.1,9.7,8.3,9.1
1982-08-04,5.7,5.6,7.1,9.7,8.3,9.1,2.8
1982-08-05,5.6,7.1,9.7,8.3,9.1,2.8,2.2
1982-08-06,7.1,9.7,8.3,9.1,2.8,2.2,4.5
1982-08-07,9.7,8.3,9.1,2.8,2.2,4.5,3.8
1982-08-08,8.3,9.1,2.8,2.2,4.5,3.8,3.8
1982-08-09,9.1,2.8,2.2,4.5,3.8,3.8,6.2
1982-08-10,2.8,2.2,4.5,3.8,3.8,6.2,11.5
1982-08-11,2.2,4.5,3.8,3.8,6.2,11.5,10.2
1982-08-12,4.5,3.8,3.8,6.2,11.5,10.2,7.9
1982-08-13,3.8,3.8,6.2,11.5,10.2,7.9,9.0
1982-08-14,3.8,6.2,11.5,10.2,7.9,9.0,9.5
1982-08-15,6.2,11.5,10.2,7.9,9.0,9.5,6.0
1982-08-16,11.5,10.2,7.9,9.0,9.5,6.0,8.2
1982-08-17,10.2,7.9,9.0,9.5,6.0,8.2,9.2
1982-08-18,7.9,9.0,9.5,6.0,8.2,9.2,4.3
1982-08-19,9.0,9.5,6.0,8.2,9.2,4.3,6.6
1982-08-20,9.5,6.0,8.2,9.2,4.3,6.6,9.4
1982-08-21,6.0,8.2,9.2,4.3,6.6,9.4,13.2
1982-08-22,8.2,9.2,4.3,6.6,9.4,13.2,6.6
1982-08-23,9.2,4.3,6.6,9.4,13.2,6.6,5.1
1982-08-24,4.3,6.6,9.4,13.2,6.6,5.1,12.1
1982-08-25,6.6,9.4,13.2,6.6,5.1,12.1,11.2
1982-08-26,9.4,13.2,6.6,5.1,12.1,11.2,8.5
1982-08-27,13.2,6.6,5.1,12.1,11.2,8.5,4.6
1982-08-28,6.6,5.1,12.1,11.2,8.5,4.6,7.0
1982-08-29,5.1,12.1,11.2,8.5,4.6,7.0,14.2
1982-08-30,12.1,11.2,8.5,4.6,7.0,14.2,12.7
1982-08-31,11.2,8.5,4.6,7.0,14.2,12.7,7.6
1982-09-01,8.5,4.6,7.0,14.2,12.7,7.6,4.0
1982-09-02,4.6,7.0,14.2,12.7,7.6,4.0,10.0
1982-09-03,7.0,14.2,12.7,7.6,4.0,10.0,10.5
1982-09-04,14.2,12.7,7.6,4.0,10.0,10.5,5.0
1982-09-05,12.7,7.6,4.0,10.0,10.5,5.0,4.5
1982-09-06,7.6,4.0,10.0,10.5,5.0,4.5,8.2
1982-09-07,4.0,10.0,10.5,5.0,4.5,8.2,4.3
1982-09-08,10.0,10.5,5.0,4.5,8.2,4.3,9.8
1982-09-09,10.5,5.0,4.5,8.2,4.3,9.8,5.8
1982-09-10,5.0,4.5,8.2,4.3,9.8,5.8,5.0
1982-09-11,4.5,8.2,4.3,9.8,5.8,5.0,8.5
1982-09-12,8.2,4.3,9.8,5.8,5.0,8.5,9.0
1982-09-13,4.3,9.8,5.8,5.0,8.5,9.0,3.6
1982-09-14,9.8,5.8,5.0,8.5,9.0,3.6,6.7
1982-09-15,5.8,5.0,8.5,9.0,3.6,6.7,6.7
1982-09-16,5.0,8.5,9.0,3.6,6.7,6.7,10.1
1982-09-17,8.5,9.0,3.6,6.7,6.7,10.1,15.0
1982-09-18,9.0,3.6,6.7,6.7,10.1,15.0,8.9
1982-09-19,3.6,6.7,6.7,10.1,15.0,8.9,5.7
1982-09-20,6.7,6.7,10.1,15.0,8.9,5.7,4.2
1982-09-21,6.7,10.1,15.0,8.9,5.7,4.2,4.0
1982-09-22,10.1,15.0,8.9,5.7,4.2,4.0,5.3
1982-09-23,15.0,8.9,5.7,4.2,4.0,5.3,6.3
1982-09-24,8.9,5.7,4.2,4.0,5.3,6.3,8.5
1982-09-25,5.7,4.2,4.0,5.3,6.3,8.5,11.5
1982-09-26,4.2,4.0,5.3,6.3,8.5,11.5,7.7
1982-09-27,4.0,5.3,6.3,8.5,11.5,7.7,9.2
1982-09-28,5.3,6.3,8.5,11.5,7.7,9.2,7.8
1982-09-29,6.3,8.5,11.5,7.7,9.2,7.8,6.3
1982-09-30,8.5,11.5,7.7,9.2,7.8,6.3,6.3
1982-10-01,11.5,7.7,9.2,7.8,6.3,6.3,8.6
1982-10-02,7.7,9.2,7.8,6.3,6.3,8.6,6.1
1982-10-03,9.2,7.8,6.3,6.3,8.6,6.1,13.2
1982-10-04,7.8,6.3,6.3,8.6,6.1,13.2,9.9
1982-10-05,6.3,6.3,8.6,6.1,13.2,9.9,4.7
1982-10-06,6.3,8.6,6.1,13.2,9.9,4.7,5.8
1982-10-07,8.6,6.1,13.2,9.9,4.7,5.8,14.9
1982-10-08,6.1,13.2,9.9,4.7,5.8,14.9,10.7
1982-10-09,13.2,9.9,4.7,5.8,14.9,10.7,8.6
1982-10-10,9.9,4.7,5.8,14.9,10.7,8.6,9.4
1982-10-11,4.7,5.8,14.9,10.7,8.6,9.4,5.7
1982-10-12,5.8,14.9,10.7,8.6,9.4,5.7,10.9
1982-10-13,14.9,10.7,8.6,9.4,5.7,10.9,13.1
1982-10-14,10.7,8.6,9.4,5.7,10.9,13.1,10.4
1982-10-15,8.6,9.4,5.7,10.9,13.1,10.4,8.2
1982-10-16,9.4,5.7,10.9,13.1,10.4,8.2,9.8
1982-10-17,5.7,10.9,13.1,10.4,8.2,9.8,7.5
1982-10-18,10.9,13.1,10.4,8.2,9.8,7.5,5.8
1982-10-19,13.1,10.4,8.2,9.8,7.5,5.8,9.8
1982-10-20,10.4,8.2,9.8,7.5,5.8,9.8,7.9
1982-10-21,8.2,9.8,7.5,5.8,9.8,7.9,8.7
1982-10-22,9.8,7.5,5.8,9.8,7.9,8.7,10.0
1982-10-23,7.5,5.8,9.8,7.9,8.7,10.0,10.6
1982-10-24,5.8,9.8,7.9,8.7,10.0,10.6,8.0
1982-10-25,9.8,7.9,8.7,10.0,10.6,8.0,10.2
1982-10-26,7.9,8.7,10.0,10.6,8.0,10.2,15.1
1982-10-27,8.7,10.0,10.6,8.0,10.2,15.1,13.9
1982-10-28,10.0,10.6,8.0,10.2,15.1,13.9,9.2
1982-10-29,10.6,8.0,10.2,15.1,13.9,9.2,9.0
1982-10-30,8.0,10.2,15.1,13.9,9.2,9.0,13.2
1982-10-31,10.2,15.1,13.9,9.2,9.0,13.2,7.0
1982-11-01,15.1,13.9,9.2,9.0,13.2,7.0,10.6
1982-11-02,13.9,9.2,9.0,13.2,7.0,10.6,6.9
1982-11-03,9.2,9.0,13.2,7.0,10.6,6.9,9.5
1982-11-04,9.0,13.2,7.0,10.6,6.9,9.5,12.5
1982-11-05,13.2,7.0,10.6,6.9,9.5,12.5,13.6
1982-11-06,7.0,10.6,6.9,9.5,12.5,13.6,17.7
1982-11-07,10.6,6.9,9.5,12.5,13.6,17.7,16.0
1982-11-08,6.9,9.5,12.5,13.6,17.7,16.0,11.3
1982-11-09,9.5,12.5,13.6,17.7,16.0,11.3,10.5
1982-11-10,12.5,13.6,17.7,16.0,11.3,10.5,14.4
1982-11-11,13.6,17.7,16.0,11.3,10.5,14.4,10.3
1982-11-12,17.7,16.0,11.3,10.5,14.4,10.3,9.0
1982-11-13,16.0,11.3,10.5,14.4,10.3,9.0,11.1
1982-11-14,11.3,10.5,14.4,10.3,9.0,11.1,14.5
1982-11-15,10.5,14.4,10.3,9.0,11.1,14.5,18.0
1982-11-16,14.4,10.3,9.0,11.1,14.5,18.0,12.8
1982-11-17,10.3,9.0,11.1,14.5,18.0,12.8,10.7
1982-11-18,9.0,11.1,14.5,18.0,12.8,10.7,9.1
1982-11-19,11.1,14.5,18.0,12.8,10.7,9.1,8.7
1982-11-20,14.5,18.0,12.8,10.7,9.1,8.7,12.4
1982-11-21,18.0,12.8,10.7,9.1,8.7,12.4,12.6
1982-11-22,12.8,10.7,9.1,8.7,12.4,12.6,10.3
1982-11-23,10.7,9.1,8.7,12.4,12.6,10.3,13.7
1982-11-24,9.1,8.7,12.4,12.6,10.3,13.7,16.0
1982-11-25,8.7,12.4,12.6,10.3,13.7,16.0,15.8
1982-11-26,12.4,12.6,10.3,13.7,16.0,15.8,12.1
1982-11-27,12.6,10.3,13.7,16.0,15.8,12.1,12.5
1982-11-28,10.3,13.7,16.0,15.8,12.1,12.5,12.2
1982-11-29,13.7,16.0,15.8,12.1,12.5,12.2,13.7
1982-11-30,16.0,15.8,12.1,12.5,12.2,13.7,16.1
1982-12-01,15.8,12.1,12.5,12.2,13.7,16.1,15.5
1982-12-02,12.1,12.5,12.2,13.7,16.1,15.5,10.3
1982-12-03,12.5,12.2,13.7,16.1,15.5,10.3,10.5
1982-12-04,12.2,13.7,16.1,15.5,10.3,10.5,11.0
1982-12-05,13.7,16.1,15.5,10.3,10.5,11.0,11.9
1982-12-06,16.1,15.5,10.3,10.5,11.0,11.9,13.0
1982-12-07,15.5,10.3,10.5,11.0,11.9,13.0,12.2
1982-12-08,10.3,10.5,11.0,11.9,13.0,12.2,10.6
1982-12-09,10.5,11.0,11.9,13.0,12.2,10.6,13.0
1982-12-10,11.0,11.9,13.0,12.2,10.6,13.0,13.0
1982-12-11,11.9,13.0,12.2,10.6,13.0,13.0,12.2
1982-12-12,13.0,12.2,10.6,13.0,13.0,12.2,12.6
1982-12-13,12.2,10.6,13.0,13.0,12.2,12.6,18.7
1982-12-14,10.6,13.0,13.0,12.2,12.6,18.7,15.2
1982-12-15,13.0,13.0,12.2,12.6,18.7,15.2,15.3
1982-12-16,13.0,12.2,12.6,18.7,15.2,15.3,13.9
1982-12-17,12.2,12.6,18.7,15.2,15.3,13.9,15.8
1982-12-18,12.6,18.7,15.2,15.3,13.9,15.8,13.0
1982-12-19,18.7,15.2,15.3,13.9,15.8,13.0,13.0
1982-12-20,15.2,15.3,13.9,15.8,13.0,13.0,13.7
1982-12-21,15.3,13.9,15.8,13.0,13.0,13.7,12.0
1982-12-22,13.9,15.8,13.0,13.0,13.7,12.0,10.8
1982-12-23,15.8,13.0,13.0,13.7,12.0,10.8,15.6
1982-12-24,13.0,13.0,13.7,12.0,10.8,15.6,15.3
1982-12-25,13.0,13.7,12.0,10.8,15.6,15.3,13.9
1982-12-26,13.7,12.0,10.8,15.6,15.3,13.9,13.0
1982-12-27,12.0,10.8,15.6,15.3,13.9,13.0,15.3
1982-12-28,10.8,15.6,15.3,13.9,13.0,15.3,16.3
1982-12-29,15.6,15.3,13.9,13.0,15.3,16.3,15.8
1982-12-30,15.3,13.9,13.0,15.3,16.3,15.8,17.7
1982-12-31,13.9,13.0,15.3,16.3,15.8,17.7,16.3
1983-01-01,13.0,15.3,16.3,15.8,17.7,16.3,18.4
1983-01-02,15.3,16.3,15.8,17.7,16.3,18.4,15.0
1983-01-03,16.3,15.8,17.7,16.3,18.4,15.0,10.9
1983-01-04,15.8,17.7,16.3,18.4,15.0,10.9,11.4
1983-01-05,17.7,16.3,18.4,15.0,10.9,11.4,14.8
1983-01-06,16.3,18.4,15.0,10.9,11.4,14.8,12.1
1983-01-07,18.4,15.0,10.9,11.4,14.8,12.1,12.8
1983-01-08,15.0,10.9,11.4,14.8,12.1,12.8,16.2
1983-01-09,10.9,11.4,14.8,12.1,12.8,16.2,15.5
1983-01-10,11.4,14.8,12.1,12.8,16.2,15.5,13.0
1983-01-11,14.8,12.1,12.8,16.2,15.5,13.0,10.5
1983-01-12,12.1,12.8,16.2,15.5,13.0,10.5,9.1
1983-01-13,12.8,16.2,15.5,13.0,10.5,9.1,10.5
1983-01-14,16.2,15.5,13.0,10.5,9.1,10.5,11.8
1983-01-15,15.5,13.0,10.5,9.1,10.5,11.8,12.7
1983-01-16,13.0,10.5,9.1,10.5,11.8,12.7,12.7
1983-01-17,10.5,9.1,10.5,11.8,12.7,12.7,11.5
1983-01-18,9.1,10.5,11.8,12.7,12.7,11.5,13.8
1983-01-19,10.5,11.8,12.7,12.7,11.5,13.8,13.3
1983-01-20,11.8,12.7,12.7,11.5,13.8,13.3,11.6
1983-01-21,12.7,12.7,11.5,13.8,13.3,11.6,15.4
1983-01-22,12.7,11.5,13.8,13.3,11.6,15.4,12.4
1983-01-23,11.5,13.8,13.3,11.6,15.4,12.4,16.9
1983-01-24,13.8,13.3,11.6,15.4,12.4,16.9,14.7
1983-01-25,13.3,11.6,15.4,12.4,16.9,14.7,10.6
1983-01-26,11.6,15.4,12.4,16.9,14.7,10.6,15.6
1983-01-27,15.4,12.4,16.9,14.7,10.6,15.6,10.7
1983-01-28,12.4,16.9,14.7,10.6,15.6,10.7,12.6
1983-01-29,16.9,14.7,10.6,15.6,10.7,12.6,13.8
1983-01-30,14.7,10.6,15.6,10.7,12.6,13.8,14.3
1983-01-31,10.6,15.6,10.7,12.6,13.8,14.3,14.0
1983-02-01,15.6,10.7,12.6,13.8,14.3,14.0,18.1
1983-02-02,10.7,12.6,13.8,14.3,14.0,18.1,17.3
1983-02-03,12.6,13.8,14.3,14.0,18.1,17.3,13.0
1983-02-04,13.8,14.3,14.0,18.1,17.3,13.0,16.0
1983-02-05,14.3,14.0,18.1,17.3,13.0,16.0,14.9
1983-02-06,14.0,18.1,17.3,13.0,16.0,14.9,16.2
1983-02-07,18.1,17.3,13.0,16.0,14.9,16.2,20.3
1983-02-08,17.3,13.0,16.0,14.9,16.2,20.3,22.5
1983-02-09,13.0,16.0,14.9,16.2,20.3,22.5,17.2
1983-02-10,16.0,14.9,16.2,20.3,22.5,17.2,15.9
1983-02-11,14.9,16.2,20.3,22.5,17.2,15.9,16.8
1983-02-12,16.2,20.3,22.5,17.2,15.9,16.8,13.8
1983-02-13,20.3,22.5,17.2,15.9,16.8,13.8,12.8
1983-02-14,22.5,17.2,15.9,16.8,13.8,12.8,14.0
1983-02-15,17.2,15.9,16.8,13.8,12.8,14.0,17.5
1983-02-16,15.9,16.8,13.8,12.8,14.0,17.5,21.5
1983-02-17,16.8,13.8,12.8,14.0,17.5,21.5,16.8
1983-02-18,13.8,12.8,14.0,17.5,21.5,16.8,13.6
1983-02-19,12.8,14.0,17.5,21.5,16.8,13.6,14.5
1983-02-20,14.0,17.5,21.5,16.8,13.6,14.5,14.2
1983-02-21,17.5,21.5,16.8,13.6,14.5,14.2,15.7
1983-02-22,21.5,16.8,13.6,14.5,14.2,15.7,19.7
1983-02-23,16.8,13.6,14.5,14.2,15.7,19.7,17.4
1983-02-24,13.6,14.5,14.2,15.7,19.7,17.4,14.4
1983-02-25,14.5,14.2,15.7,19.7,17.4,14.4,16.9
1983-02-26,14.2,15.7,19.7,17.4,14.4,16.9,19.1
1983-02-27,15.7,19.7,17.4,14.4,16.9,19.1,20.4
1983-02-28,19.7,17.4,14.4,16.9,19.1,20.4,20.1
1983-03-01,17.4,14.4,16.9,19.1,20.4,20.1,19.9
1983-03-02,14.4,16.9,19.1,20.4,20.1,19.9,22.0
1983-03-03,16.9,19.1,20.4,20.1,19.9,22.0,20.5
1983-03-04,19.1,20.4,20.1,19.9,22.0,20.5,22.1
1983-03-05,20.4,20.1,19.9,22.0,20.5,22.1,20.6
1983-03-06,20.1,19.9,22.0,20.5,22.1,20.6,15.0
1983-03-07,19.9,22.0,20.5,22.1,20.6,15.0,20.6
1983-03-08,22.0,20.5,22.1,20.6,15.0,20.6,21.5
1983-03-09,20.5,22.1,20.6,15.0,20.6,21.5,16.2
1983-03-10,22.1,20.6,15.0,20.6,21.5,16.2,14.1
1983-03-11,20.6,15.0,20.6,21.5,16.2,14.1,14.5
1983-03-12,15.0,20.6,21.5,16.2,14.1,14.5,21.1
1983-03-13,20.6,21.5,16.2,14.1,14.5,21.1,15.9
1983-03-14,21.5,16.2,14.1,14.5,21.1,15.9,15.2
